@relation HW4_TRAIN_SONAR_NOISE

@attribute F1 numeric
@attribute F2 numeric
@attribute F3 numeric
@attribute F4 numeric
@attribute F5 numeric
@attribute F6 numeric
@attribute F7 numeric
@attribute F8 numeric
@attribute F9 numeric
@attribute F10 numeric
@attribute F11 numeric
@attribute F12 numeric
@attribute F13 numeric
@attribute F14 numeric
@attribute F15 numeric
@attribute F16 numeric
@attribute F17 numeric
@attribute F18 numeric
@attribute F19 numeric
@attribute F20 numeric
@attribute F21 numeric
@attribute F22 numeric
@attribute F23 numeric
@attribute F24 numeric
@attribute F25 numeric
@attribute F26 numeric
@attribute F27 numeric
@attribute F28 numeric
@attribute F29 numeric
@attribute F30 numeric
@attribute F31 numeric
@attribute F32 numeric
@attribute F33 numeric
@attribute F34 numeric
@attribute F35 numeric
@attribute F36 numeric
@attribute F37 numeric
@attribute F38 numeric
@attribute F39 numeric
@attribute F40 numeric
@attribute F41 numeric
@attribute F42 numeric
@attribute F43 numeric
@attribute F44 numeric
@attribute F45 numeric
@attribute F46 numeric
@attribute F47 numeric
@attribute F48 numeric
@attribute F49 numeric
@attribute F50 numeric
@attribute F51 numeric
@attribute F52 numeric
@attribute F53 numeric
@attribute F54 numeric
@attribute F55 numeric
@attribute F56 numeric
@attribute F57 numeric
@attribute F58 numeric
@attribute F59 numeric
@attribute F60 numeric
@attribute F61 numeric
@attribute F62 numeric
@attribute F63 numeric
@attribute F64 numeric
@attribute F65 numeric
@attribute F66 numeric
@attribute F67 numeric
@attribute F68 numeric
@attribute F69 numeric
@attribute F70 numeric
@attribute F71 numeric
@attribute F72 numeric
@attribute F73 numeric
@attribute F74 numeric
@attribute F75 numeric
@attribute F76 numeric
@attribute F77 numeric
@attribute F78 numeric
@attribute F79 numeric
@attribute F80 numeric
@attribute F81 numeric
@attribute F82 numeric
@attribute F83 numeric
@attribute F84 numeric
@attribute F85 numeric
@attribute F86 numeric
@attribute F87 numeric
@attribute F88 numeric
@attribute F89 numeric
@attribute F90 numeric
@attribute CLASS_LABEL {1,-1}

@data
0.0072,0.0027,0.0089,0.0061,0.042,0.0865,0.1182,0.0999,0.1976,0.2318,0.2472,0.288,0.2126,0.0708,0.1194,0.2808,0.4221,0.5279,0.5857,0.6153,0.6753,0.7873,0.8974,0.9828,1,0.846,0.6055,0.3036,0.0144,0.2526,0.4335,0.4918,0.5409,0.5961,0.5248,0.3777,0.2369,0.172,0.1878,0.325,0.2575,0.2423,0.2706,0.2323,0.1724,0.1457,0.1175,0.0868,0.0392,0.0131,0.0092,0.0078,0.0071,0.0081,0.0034,0.0064,0.0037,0.0036,0.0012,0.0037,0.91064,0.65994,0.92066,0.34401,0.23109,0.41682,0.5583,0.83912,0.49483,0.86488,0.45219,0.32117,0.49844,0.75734,0.41634,0.72281,0.050672,0.84724,0.26386,0.13747,0.77787,0.43639,0.20183,0.023789,0.77941,0.37701,0.37669,0.6436,0.38367,0.20073,1
0.0238,0.0318,0.0422,0.0399,0.0788,0.0766,0.0881,0.1143,0.1594,0.2048,0.2652,0.31,0.2381,0.1918,0.143,0.1735,0.1781,0.2852,0.5036,0.6166,0.7616,0.8125,0.7793,0.8788,0.8813,0.947,1,0.9739,0.8446,0.6151,0.4302,0.3165,0.2869,0.2017,0.1206,0.0271,0.058,0.1262,0.1072,0.1082,0.036,0.1197,0.2061,0.2054,0.1878,0.2047,0.1716,0.1069,0.0477,0.017,0.0186,0.0096,0.0071,0.0084,0.0038,0.0026,0.0028,0.0013,0.0035,0.006,0.95062,0.82295,0.053807,0.23964,0.86018,0.10855,0.6785,0.35055,0.3761,0.57114,0.49699,0.23824,0.988,0.24296,0.68016,0.80557,0.41246,0.38644,0.74856,0.7087,0.73419,0.63574,0.67543,0.0071705,0.086315,0.025739,0.65622,0.90149,0.87562,0.60991,1
0.0201,0.0026,0.0138,0.0062,0.0133,0.0151,0.0541,0.021,0.0505,0.1097,0.0841,0.0942,0.1204,0.042,0.0031,0.0162,0.0624,0.2127,0.3436,0.3813,0.3825,0.4764,0.6313,0.7523,0.8675,0.8788,0.7901,0.8357,0.9631,0.9619,0.9236,0.8903,0.9708,0.9647,0.7892,0.5307,0.2718,0.1953,0.1374,0.3105,0.379,0.4105,0.3355,0.2998,0.2748,0.2024,0.1043,0.0453,0.0337,0.0122,0.0072,0.0108,0.007,0.0063,0.003,0.0011,0.0007,0.0024,0.0057,0.0044,0.51632,0.62237,0.90308,0.00039711,0.63439,0.63143,0.4665,0.90564,0.41659,0.17102,0.37296,0.8396,0.5381,0.18844,0.035956,0.74183,0.31165,0.12281,0.43082,0.041507,0.96541,0.66512,0.099469,0.80353,0.17889,0.77474,0.84668,0.38527,0.9591,0.7887,-1
0.1088,0.1278,0.0926,0.1234,0.1276,0.1731,0.1948,0.4262,0.6828,0.5761,0.4733,0.2362,0.1023,0.2904,0.4713,0.4659,0.1415,0.0849,0.3257,0.9007,0.9312,0.4856,0.1346,0.1604,0.2737,0.5609,0.3654,0.6139,0.547,0.8474,0.5638,0.5443,0.5086,0.6253,0.8497,0.8406,0.842,0.9136,0.7713,0.4882,0.3724,0.4469,0.4586,0.4491,0.5616,0.4305,0.0945,0.0794,0.0274,0.0154,0.014,0.0455,0.0213,0.0082,0.0124,0.0167,0.0103,0.0205,0.0178,0.0187,0.70709,0.70051,0.19,0.90929,0.73146,0.12673,0.65841,0.57789,0.61969,0.90835,0.38171,0.42144,0.1329,0.15274,0.17807,0.79209,0.42323,0.91526,0.95018,0.43674,0.763,0.35577,0.0041122,0.24255,0.1903,0.35219,0.77851,0.76732,0.63067,0.06143,1
0.024,0.0218,0.0324,0.0569,0.033,0.0513,0.0897,0.0713,0.0569,0.0389,0.1934,0.2434,0.2906,0.2606,0.3811,0.4997,0.3015,0.3655,0.6791,0.7307,0.5053,0.4441,0.6987,0.8133,0.7781,0.8943,0.8929,0.8913,0.861,0.8063,0.554,0.2446,0.3459,0.1615,0.2467,0.5564,0.4681,0.0979,0.1582,0.0751,0.3321,0.3745,0.2666,0.1078,0.1418,0.1687,0.0738,0.0634,0.0144,0.0226,0.0061,0.0162,0.0146,0.0093,0.0112,0.0094,0.0054,0.0019,0.0066,0.0023,0.7988,0.48952,0.99262,0.62754,0.15636,0.58064,0.80835,0.051087,0.66353,0.66364,0.45809,0.65996,0.3392,0.99121,0.093909,0.69782,0.9148,0.18233,0.084484,0.68036,0.56686,0.31853,0.5617,0.79257,0.09918,0.19806,0.69883,0.88813,0.27862,0.98898,-1
0.0293,0.0644,0.039,0.0173,0.0476,0.0816,0.0993,0.0315,0.0736,0.086,0.0414,0.0472,0.0835,0.0938,0.1466,0.0809,0.1179,0.2179,0.3326,0.3258,0.2111,0.2302,0.3361,0.4259,0.4609,0.2606,0.0874,0.2862,0.5606,0.8344,0.8096,0.725,0.8048,0.9435,1,0.896,0.5516,0.3037,0.2338,0.2382,0.3318,0.3821,0.1575,0.2228,0.1582,0.1433,0.1634,0.1133,0.0567,0.0133,0.017,0.0035,0.0052,0.0083,0.0078,0.0075,0.0105,0.016,0.0095,0.0011,0.19969,0.50882,0.3265,0.78623,0.94965,0.1845,0.85644,0.21565,0.63551,0.50269,0.71778,0.035779,0.72901,0.97472,0.1252,0.7784,0.28466,0.59078,0.016428,0.55174,0.59969,0.68977,0.35647,0.799,0.9099,0.68938,0.47873,0.075966,0.093016,0.62153,-1
0.0116,0.0744,0.0367,0.0225,0.0076,0.0545,0.111,0.1069,0.1708,0.2271,0.3171,0.2882,0.2657,0.2307,0.1889,0.1791,0.2298,0.3715,0.6223,0.726,0.7934,0.8045,0.8067,0.9173,0.9327,0.9562,1,0.9818,0.8684,0.6381,0.3997,0.3242,0.2835,0.2413,0.2321,0.126,0.0693,0.0701,0.1439,0.1475,0.0438,0.0469,0.1476,0.1742,0.1555,0.1651,0.1181,0.072,0.0321,0.0056,0.0202,0.0141,0.0103,0.01,0.0034,0.0026,0.0037,0.0044,0.0057,0.0035,0.10684,0.77971,0.22754,0.74872,0.40042,0.49491,0.71088,0.14668,0.3402,0.82208,0.72995,0.7408,0.41564,0.9221,0.18853,0.36519,0.57495,0.81235,0.61461,0.17794,0.59128,0.026314,0.43198,0.20503,0.048425,0.21204,0.39218,0.35262,0.20228,0.97438,1
0.0181,0.0146,0.0026,0.0141,0.0421,0.0473,0.0361,0.0741,0.1398,0.1045,0.0904,0.0671,0.0997,0.1056,0.0346,0.1231,0.1626,0.3652,0.3262,0.2995,0.2109,0.2104,0.2085,0.2282,0.0747,0.1969,0.4086,0.6385,0.797,0.7508,0.5517,0.2214,0.4672,0.4479,0.2297,0.3235,0.448,0.5581,0.652,0.5354,0.2478,0.2268,0.1788,0.0898,0.0536,0.0374,0.099,0.0956,0.0317,0.0142,0.0076,0.0223,0.0255,0.0145,0.0233,0.0041,0.0018,0.0048,0.0089,0.0085,0.61857,0.040486,0.94371,0.6169,0.61139,0.33544,0.26333,0.4163,0.74476,0.2877,0.33613,0.99757,0.92472,0.4513,0.46544,0.90967,0.80654,0.26116,0.21352,0.085545,0.96165,0.93992,0.27407,0.49171,0.91002,0.11149,0.54919,0.964,0.74358,0.85468,-1
0.079,0.0707,0.0352,0.166,0.133,0.0226,0.0771,0.2678,0.5664,0.6609,0.5002,0.2583,0.165,0.4347,0.4515,0.4579,0.3366,0.4,0.5325,0.901,0.9939,0.3689,0.1012,0.0248,0.2318,0.3981,0.2259,0.5247,0.6898,0.8316,0.4326,0.3741,0.5756,0.8043,0.7963,0.7174,0.7056,0.8148,0.7601,0.6034,0.4554,0.4729,0.4478,0.3722,0.4693,0.3839,0.0768,0.1467,0.0777,0.0469,0.0193,0.0298,0.039,0.0294,0.0175,0.0249,0.0141,0.0073,0.0025,0.0101,0.022224,0.90101,0.81085,0.1834,0.79849,0.20685,0.29611,0.87756,0.69551,0.88097,0.4643,0.38415,0.070292,0.2018,0.17177,0.55316,0.71863,0.98581,0.75366,0.18677,0.44162,0.62654,0.50581,0.85005,0.12204,0.94247,0.59503,0.56073,0.68169,0.039348,1
0.0352,0.0116,0.0191,0.0469,0.0737,0.1185,0.1683,0.1541,0.1466,0.2912,0.2328,0.2237,0.247,0.156,0.3491,0.3308,0.2299,0.2203,0.2493,0.4128,0.3158,0.6191,0.5854,0.3395,0.2561,0.5599,0.8145,0.6941,0.6985,0.866,0.593,0.3664,0.675,0.8697,0.7837,0.7552,0.5789,0.4713,0.1252,0.6087,0.7322,0.5977,0.3431,0.1803,0.2378,0.3424,0.2303,0.0689,0.0216,0.0469,0.0426,0.0346,0.0158,0.0154,0.0109,0.0048,0.0095,0.0015,0.0073,0.0067,0.037562,0.73205,0.92444,0.84359,0.68637,0.10517,0.18585,0.092959,0.58658,0.53144,0.37771,0.52926,0.3794,0.37557,0.52105,0.85643,0.90114,0.44126,0.71205,0.36876,0.69248,0.1351,0.26296,0.62568,0.35366,0.85516,0.059621,0.84956,0.52943,0.44548,-1
0.0257,0.0447,0.0388,0.0239,0.1315,0.1323,0.1608,0.2145,0.0847,0.0561,0.0891,0.0861,0.1531,0.1524,0.1849,0.2871,0.2009,0.2748,0.5017,0.2172,0.4978,0.5265,0.3647,0.5768,0.5161,0.5715,0.4006,0.365,0.6685,0.8659,0.8052,0.4082,0.3379,0.5092,0.6776,0.7313,0.6062,0.704,0.8849,0.8979,0.7751,0.7247,0.7733,0.7762,0.6009,0.4514,0.3096,0.1859,0.0956,0.0206,0.0206,0.0096,0.0153,0.0096,0.0131,0.0198,0.0025,0.0199,0.0255,0.018,0.11536,0.61578,0.7185,0.71599,4.8345e-05,0.15363,0.59938,0.92984,0.88274,0.092594,0.06395,0.78416,0.56516,0.74317,0.67529,0.95751,0.055391,0.22526,0.40653,0.93109,0.23586,0.93851,0.0058241,0.21478,0.23177,0.86278,0.91921,0.85178,0.83745,0.32322,-1
0.0762,0.0666,0.0481,0.0394,0.059,0.0649,0.1209,0.2467,0.3564,0.4459,0.4152,0.3952,0.4256,0.4135,0.4528,0.5326,0.7306,0.6193,0.2032,0.4636,0.4148,0.4292,0.573,0.5399,0.3161,0.2285,0.6995,1,0.7262,0.4724,0.5103,0.5459,0.2881,0.0981,0.1951,0.4181,0.4604,0.3217,0.2828,0.243,0.1979,0.2444,0.1847,0.0841,0.0692,0.0528,0.0357,0.0085,0.023,0.0046,0.0156,0.0031,0.0054,0.0105,0.011,0.0015,0.0072,0.0048,0.0107,0.0094,0.8187,0.75519,0.87926,0.6518,0.50266,0.87333,0.7783,0.93584,0.95721,0.48354,0.9827,0.1622,0.75659,0.9011,0.86889,0.8051,0.8601,0.18472,0.24293,0.69664,0.77061,0.46786,0.92501,0.97277,0.56072,0.12587,0.48258,0.72388,0.4663,0.15496,-1
0.0299,0.0688,0.0992,0.1021,0.08,0.0629,0.013,0.0813,0.1761,0.0998,0.0523,0.0904,0.2655,0.3099,0.352,0.3892,0.3962,0.2449,0.2355,0.3045,0.3112,0.4698,0.5534,0.4532,0.4464,0.467,0.4621,0.6988,0.7626,0.7025,0.7382,0.7446,0.7927,0.5227,0.3967,0.3042,0.1309,0.2408,0.178,0.1598,0.5657,0.6443,0.4241,0.4567,0.576,0.5293,0.3287,0.1283,0.0698,0.0334,0.0342,0.0459,0.0277,0.0172,0.0087,0.0046,0.0203,0.013,0.0115,0.0015,0.3769,0.28447,0.86506,0.61281,0.98562,0.72437,0.095766,0.26536,0.86008,0.3218,0.59629,0.90142,0.73367,0.86045,0.75694,0.41796,0.0077555,0.69824,0.52931,0.16634,0.16,0.9332,0.49449,0.53689,0.57331,0.22949,0.073583,0.94593,0.32237,0.87399,1
0.0156,0.021,0.0282,0.0596,0.0462,0.0779,0.1365,0.078,0.1038,0.1567,0.2476,0.2783,0.2896,0.2956,0.3189,0.1892,0.173,0.2226,0.2427,0.3149,0.4102,0.3808,0.4896,0.6292,0.7519,0.7985,0.883,0.9915,0.9223,0.6981,0.6167,0.5069,0.3921,0.3524,0.2183,0.1245,0.1592,0.1626,0.2356,0.2483,0.2437,0.2715,0.1184,0.1157,0.1449,0.1883,0.1954,0.1492,0.0511,0.0155,0.0189,0.015,0.006,0.0082,0.0091,0.0038,0.0056,0.0056,0.0048,0.0024,0.22916,0.20625,0.35743,0.87379,0.0070037,0.0035842,0.40998,0.035679,0.32036,0.54308,0.45014,0.31029,0.38124,0.97329,0.98423,0.60293,0.71789,0.8752,0.79237,0.7735,0.078655,0.97325,0.22106,0.83464,0.30277,0.84439,0.34281,0.69669,0.58726,0.35214,1
0.0303,0.0353,0.049,0.0608,0.0167,0.1354,0.1465,0.1123,0.1945,0.2354,0.2898,0.2812,0.1578,0.0273,0.0673,0.1444,0.207,0.2645,0.2828,0.4293,0.5685,0.699,0.7246,0.7622,0.9242,1,0.9979,0.8297,0.7032,0.7141,0.6893,0.4961,0.2584,0.0969,0.0776,0.0364,0.1572,0.1823,0.1349,0.0849,0.0492,0.1367,0.1552,0.1548,0.1319,0.0985,0.1258,0.0954,0.0489,0.0241,0.0042,0.0086,0.0046,0.0126,0.0036,0.0035,0.0034,0.0079,0.0036,0.0048,0.36814,0.65219,0.13628,0.79268,0.040929,0.81042,0.63125,0.46647,0.66359,0.9567,0.97201,0.67931,0.90466,0.15151,0.21984,0.52306,0.7109,0.76896,0.77154,0.4132,0.31066,0.28436,0.88505,0.81555,0.77345,0.80683,0.54072,0.067211,0.63954,0.3998,1
0.0084,0.0153,0.0291,0.0432,0.0951,0.0752,0.0414,0.0259,0.0692,0.1753,0.197,0.1167,0.1683,0.0814,0.2179,0.5121,0.7231,0.7776,0.6222,0.3501,0.3733,0.2622,0.3776,0.7361,0.8673,0.8223,0.7772,0.7862,0.5652,0.3635,0.3534,0.3865,0.337,0.1693,0.2627,0.3195,0.1388,0.1048,0.1681,0.191,0.1174,0.0933,0.0856,0.0951,0.0986,0.0956,0.0426,0.0407,0.0106,0.0179,0.0056,0.0236,0.0114,0.0136,0.0117,0.006,0.0058,0.0031,0.0072,0.0045,0.17454,0.92812,0.80578,0.72442,0.10342,0.24562,0.76531,0.58438,0.90563,0.36752,0.68865,0.45919,0.19302,0.12316,0.173,0.6083,0.17554,0.26143,0.37295,0.70861,0.32425,0.53881,0.12033,0.55483,0.013865,0.27647,0.60509,0.29006,0.017487,0.91113,-1
0.0286,0.0453,0.0277,0.0174,0.0384,0.099,0.1201,0.1833,0.2105,0.3039,0.2988,0.425,0.6343,0.8198,1,0.9988,0.9508,0.9025,0.7234,0.5122,0.2074,0.3985,0.589,0.2872,0.2043,0.5782,0.5389,0.375,0.3411,0.5067,0.558,0.4778,0.3299,0.2198,0.1407,0.2856,0.3807,0.4158,0.4054,0.3296,0.2707,0.265,0.0723,0.1238,0.1192,0.1089,0.0623,0.0494,0.0264,0.0081,0.0104,0.0045,0.0014,0.0038,0.0013,0.0089,0.0057,0.0027,0.0051,0.0062,0.77478,0.80457,0.68112,0.40915,0.60341,0.88594,0.51561,0.72674,0.68541,0.026461,0.48798,0.66418,0.89035,0.1938,0.92273,0.17561,0.86966,0.98571,0.436,0.33214,0.1769,0.012575,0.53199,0.42853,0.26716,0.31124,0.77678,0.19719,0.036738,0.39818,-1
0.0329,0.0216,0.0386,0.0627,0.1158,0.1482,0.2054,0.1605,0.2532,0.2672,0.3056,0.3161,0.2314,0.2067,0.1804,0.2808,0.4423,0.5947,0.6601,0.5844,0.4539,0.4789,0.5646,0.5281,0.7115,1,0.9564,0.609,0.5112,0.4,0.0482,0.1852,0.2186,0.1436,0.1757,0.1428,0.1644,0.3089,0.3648,0.4441,0.3859,0.2813,0.1238,0.0953,0.1201,0.0825,0.0618,0.0141,0.0108,0.0124,0.0104,0.0095,0.0151,0.0059,0.0015,0.0053,0.0016,0.0042,0.0053,0.0074,0.33003,0.35044,0.43139,0.99765,0.04619,0.83928,0.046789,0.33349,0.99912,0.73951,0.35735,0.6829,0.25818,0.25763,0.89894,0.51805,0.15656,0.044184,0.98669,0.55106,0.24601,0.15715,0.17033,0.29231,0.93208,0.3806,0.66148,0.15738,0.055137,0.47493,1
0.0131,0.0068,0.0308,0.0311,0.0085,0.0767,0.0771,0.064,0.0726,0.0901,0.075,0.0844,0.1226,0.1619,0.2317,0.2934,0.3526,0.3657,0.3221,0.3093,0.4084,0.4285,0.4663,0.5956,0.6948,0.8386,0.8875,0.6404,0.3308,0.3425,0.492,0.4592,0.3034,0.4366,0.5175,0.5122,0.4746,0.4902,0.4603,0.446,0.4196,0.2873,0.2296,0.0949,0.0095,0.0527,0.0383,0.0107,0.0108,0.0077,0.0109,0.0062,0.0028,0.004,0.0075,0.0039,0.0053,0.0013,0.0052,0.0023,0.31578,0.27019,0.94712,0.62381,0.42187,0.35557,0.44064,0.063682,0.49939,0.32488,0.43149,0.24233,0.41366,0.72818,0.3772,0.49683,0.91196,0.34415,0.89619,0.99647,0.99184,0.35165,0.96559,0.80265,0.83831,0.41848,0.65571,0.29611,0.063984,0.89412,-1
0.027,0.0092,0.0145,0.0278,0.0412,0.0757,0.1026,0.1138,0.0794,0.152,0.1675,0.137,0.1361,0.1345,0.2144,0.5354,0.683,0.56,0.3093,0.3226,0.443,0.5573,0.5782,0.6173,0.8132,0.9819,0.9823,0.9166,0.7423,0.7736,0.8473,0.7352,0.6671,0.6083,0.6239,0.5972,0.5715,0.5242,0.2924,0.1536,0.2003,0.2031,0.2207,0.1778,0.1353,0.1373,0.0749,0.0472,0.0325,0.0179,0.0045,0.0084,0.001,0.0018,0.0068,0.0039,0.012,0.0132,0.007,0.0088,0.72459,0.74462,0.95117,0.35317,0.35586,0.31525,0.78127,0.89164,0.2729,0.66529,0.20619,0.54373,0.0032793,0.22337,0.1372,0.84621,0.23381,0.67318,0.73547,0.66718,0.6113,0.77313,0.94513,0.98876,0.022883,0.065933,0.57782,0.25748,0.071373,0.68751,-1
0.0125,0.0152,0.0218,0.0175,0.0362,0.0696,0.0873,0.0616,0.1252,0.1302,0.0888,0.05,0.0628,0.1274,0.0801,0.0742,0.2048,0.295,0.3193,0.4567,0.5959,0.7101,0.8225,0.8425,0.9065,0.9802,1,0.8752,0.7583,0.6616,0.5786,0.5128,0.4776,0.4994,0.5197,0.5071,0.4577,0.3505,0.1845,0.189,0.1967,0.1041,0.055,0.0492,0.0622,0.0505,0.0247,0.0219,0.0102,0.0047,0.0019,0.0041,0.0074,0.003,0.005,0.0048,0.0017,0.0041,0.0086,0.0058,0.58495,0.72299,0.032081,0.18272,0.69767,0.15419,0.99115,0.82896,0.69341,0.49785,0.54485,0.16423,0.54584,0.59704,0.14225,0.57281,0.68606,0.056734,0.22071,0.88895,0.483,0.3202,0.49166,0.50839,0.96561,0.94715,0.28745,0.21635,0.96478,0.65999,-1
0.0189,0.0308,0.0197,0.0622,0.008,0.0789,0.144,0.1451,0.1789,0.2522,0.2607,0.371,0.3906,0.2672,0.2716,0.4183,0.6988,0.5733,0.2226,0.2631,0.7473,0.7263,0.3393,0.2824,0.6053,0.5897,0.4967,0.8616,0.8339,0.4084,0.2268,0.1745,0.0507,0.1588,0.304,0.1369,0.1605,0.2061,0.0734,0.0202,0.1638,0.1583,0.183,0.1886,0.1008,0.0663,0.0183,0.0404,0.0108,0.0143,0.0091,0.0038,0.0096,0.0142,0.019,0.014,0.0099,0.0092,0.0052,0.0075,0.77776,0.85672,0.27617,0.3209,0.36298,0.38842,0.84928,0.37295,0.99501,0.85769,0.9575,0.90659,0.34501,0.17409,0.0067718,0.17605,0.6399,0.054571,0.069136,0.35826,0.24427,0.55348,0.16726,0.1908,0.39791,0.79026,0.77732,0.52603,0.083156,0.77474,-1
0.0197,0.0394,0.0384,0.0076,0.0251,0.0629,0.0747,0.0578,0.1357,0.1695,0.1734,0.247,0.3141,0.3297,0.2759,0.2056,0.1162,0.1884,0.339,0.3926,0.4282,0.5418,0.6448,0.7223,0.7853,0.7984,0.8847,0.9582,0.899,0.6831,0.6108,0.548,0.5058,0.4476,0.2401,0.1405,0.1772,0.1742,0.3326,0.4021,0.3009,0.2075,0.1206,0.0255,0.0298,0.0691,0.0781,0.0777,0.0369,0.0057,0.0091,0.0134,0.0097,0.0042,0.0058,0.0072,0.0041,0.0045,0.0047,0.0054,0.35958,0.91882,0.067753,0.25561,0.32456,0.30544,0.059986,0.76546,0.21038,0.74863,0.18701,0.57272,0.64559,0.57522,0.80793,0.1297,0.15759,0.56487,0.08859,0.43402,0.97391,0.38012,0.71089,0.54116,0.51523,0.65214,0.52164,0.32089,0.45526,0.80855,1
0.0056,0.0267,0.0221,0.0561,0.0936,0.1146,0.0706,0.0996,0.1673,0.1859,0.2481,0.2712,0.2934,0.2637,0.188,0.1405,0.2028,0.2613,0.2778,0.3346,0.383,0.4003,0.5114,0.686,0.749,0.7843,0.9021,1,0.8888,0.6511,0.6083,0.4463,0.2948,0.1729,0.1488,0.0801,0.177,0.1382,0.2404,0.2046,0.197,0.2778,0.1377,0.0685,0.0664,0.1665,0.1807,0.1245,0.0516,0.0044,0.0185,0.0072,0.0055,0.0074,0.0068,0.0084,0.0037,0.0024,0.0034,0.0007,0.18473,0.26901,0.82695,0.94108,0.67748,0.82118,0.76673,0.4374,0.41573,0.39792,0.7702,0.84528,0.93219,0.45898,0.82481,0.65725,0.28969,0.65095,0.26243,0.73305,0.71542,0.75021,0.75677,0.24869,0.73166,0.97528,0.4706,0.28468,0.9562,0.31797,1
0.0114,0.0222,0.0269,0.0384,0.1217,0.2062,0.1489,0.0929,0.135,0.1799,0.2486,0.2973,0.3672,0.4394,0.5258,0.6755,0.7402,0.8284,0.9033,0.9584,1,0.9982,0.8899,0.7493,0.6367,0.6744,0.7207,0.6821,0.5512,0.4789,0.3924,0.2533,0.1089,0.139,0.2551,0.3301,0.2818,0.2142,0.2266,0.2142,0.2354,0.2871,0.2596,0.1925,0.1256,0.1003,0.0951,0.121,0.0728,0.0174,0.0213,0.0269,0.0152,0.0257,0.0097,0.0041,0.005,0.0145,0.0103,0.0025,0.57369,0.68815,0.39632,0.89291,0.58325,0.27988,0.72491,0.51827,0.16201,0.51411,0.83738,0.9757,0.58771,0.88294,0.91496,0.21312,0.19852,0.23703,0.15146,0.99453,0.69839,0.98507,0.47987,0.39155,0.55323,0.13074,0.1236,0.07649,0.50864,0.0095455,1
0.0131,0.0201,0.0045,0.0217,0.023,0.0481,0.0742,0.0333,0.1369,0.2079,0.2295,0.199,0.1184,0.1891,0.2949,0.5343,0.685,0.7923,0.822,0.729,0.7352,0.7918,0.8057,0.4898,0.1934,0.2924,0.6255,0.8546,0.8966,0.7821,0.5168,0.484,0.4038,0.3411,0.2849,0.2353,0.2699,0.4442,0.4323,0.3314,0.1195,0.1669,0.3702,0.3072,0.0945,0.1545,0.1394,0.0772,0.0615,0.023,0.0111,0.0168,0.0086,0.0045,0.0062,0.0065,0.003,0.0066,0.0029,0.0053,0.48309,0.618,0.58118,0.98805,0.24045,0.85145,0.75468,0.56019,0.24972,0.58376,0.90831,0.79637,0.2606,0.006502,0.34894,0.44542,0.93181,0.62692,0.36414,0.47665,0.17484,0.44712,0.83651,0.2066,0.98324,0.51584,0.84185,0.88509,0.21031,0.91424,1
0.0163,0.0198,0.0202,0.0386,0.0752,0.1444,0.1487,0.1484,0.2442,0.2822,0.3691,0.375,0.3927,0.3308,0.1085,0.1139,0.3446,0.5441,0.647,0.7276,0.7894,0.8264,0.8697,0.7836,0.714,0.5698,0.2908,0.4636,0.6409,0.7405,0.8069,0.842,1,0.9536,0.6755,0.3905,0.1249,0.3629,0.6356,0.8116,0.7664,0.5417,0.2614,0.1723,0.2814,0.2764,0.1985,0.1502,0.1219,0.0493,0.0027,0.0077,0.0026,0.0031,0.0083,0.002,0.0084,0.0108,0.0083,0.0033,0.42163,0.071553,0.34353,0.95247,0.37487,0.19529,0.20143,0.24551,0.39371,0.50824,0.63066,0.55412,0.89995,0.36741,0.45664,0.74519,0.54073,0.53004,0.68104,0.33156,0.47039,0.074627,0.83708,0.78577,0.53435,0.53182,0.15535,0.1376,0.99845,0.097526,1
0.0162,0.0041,0.0239,0.0441,0.063,0.0921,0.1368,0.1078,0.1552,0.1779,0.2164,0.2568,0.3089,0.3829,0.4393,0.5335,0.5996,0.6728,0.7309,0.8092,0.8941,0.9668,1,0.9893,0.9376,0.8991,0.9184,0.9128,0.7811,0.6018,0.3765,0.33,0.228,0.0212,0.1117,0.1788,0.2373,0.2843,0.2241,0.2715,0.3363,0.2546,0.1867,0.216,0.1278,0.0768,0.107,0.0946,0.0636,0.0227,0.0128,0.0173,0.0135,0.0114,0.0062,0.0157,0.0088,0.0036,0.0053,0.003,0.31733,0.1884,0.97121,0.87421,0.20473,0.355,0.32384,0.12831,0.34017,0.73387,0.59359,0.87311,0.017246,0.16274,0.64561,0.66551,0.95256,0.51428,0.10213,0.60534,0.80509,0.10044,0.57033,0.47317,0.64131,0.13187,0.76664,0.66625,0.96991,0.86432,1
0.0272,0.0378,0.0488,0.0848,0.1127,0.1103,0.1349,0.2337,0.3113,0.3997,0.3941,0.3309,0.2926,0.176,0.1739,0.2043,0.2088,0.2678,0.2434,0.1839,0.2802,0.6172,0.8015,0.8313,0.844,0.8494,0.9168,1,0.7896,0.5371,0.6472,0.6505,0.4959,0.2175,0.099,0.0434,0.1708,0.1979,0.188,0.1108,0.1702,0.0585,0.0638,0.1391,0.0638,0.0581,0.0641,0.1044,0.0732,0.0275,0.0146,0.0091,0.0045,0.0043,0.0043,0.0098,0.0054,0.0051,0.0065,0.0103,0.97257,0.33557,0.60341,0.16224,0.25864,0.34598,0.59708,0.61048,0.92852,0.72859,0.7726,0.26755,0.22792,0.076292,0.6735,0.2994,0.21746,0.70163,0.88708,0.77316,0.10971,0.33623,0.78308,0.47299,0.33663,0.64413,0.048018,0.0012702,0.67315,0.9578,1
