@relation dataset2
@attribute F1 numeric
@attribute F2 numeric
@attribute F3 numeric
@attribute F4 numeric
@attribute F5 numeric
@attribute F6 numeric
@attribute F7 numeric
@attribute F8 numeric
@attribute F9 numeric
@attribute F10 numeric
@attribute F11 numeric
@attribute F12 numeric
@attribute F13 numeric
@attribute F14 numeric
@attribute F15 numeric
@attribute F16 numeric
@attribute F17 numeric
@attribute F18 numeric
@attribute F19 numeric
@attribute EX string
@data
141.0,68.0,9,0.0,0.0,1.4444443,1.0074081,2.1666667,0.8777791,27.185184,24.222221,36.88889,20.444445,-8.888889,29.11111,-20.222221,36.88889,0.4456523,-1.8485235,ex267
35.0,96.0,9,0.11111111,0.0,2.1111114,1.0074071,2.833333,3.855554,21.74074,20.777779,27.777779,16.666668,-2.8888888,18.11111,-15.222222,27.777779,0.39949927,-1.6769211,ex268
144.0,118.0,9,0.0,0.0,0.5555556,0.38518524,0.66666657,0.4,6.4444447,7.5555553,8.111112,3.6666667,3.3333333,5.0,-8.333333,8.444445,0.5643298,-1.1345428,ex269
69.0,81.0,9,0.0,0.0,1.833333,2.2111096,1.8333334,1.0111104,19.851852,20.333334,24.666666,14.555555,1.4444444,14.444445,-15.888889,24.666666,0.41030994,-1.472378,ex270
91.0,115.0,9,0.11111111,0.0,1.7222223,1.4407418,3.888889,2.8296306,19.925926,20.555555,24.11111,15.111111,1.8888888,12.555555,-14.444445,24.11111,0.37532148,-1.4409626,ex271
38.0,106.0,9,0.0,0.0,2.2222223,2.5185175,2.1111114,3.1407404,20.0,20.0,25.11111,14.888889,0.0,15.333333,-15.333333,25.11111,0.40815476,-1.5576197,ex272
141.0,62.0,9,0.0,0.0,1.888889,2.118518,3.3888886,6.3740745,27.37037,23.777779,37.666668,20.666668,-10.777778,30.88889,-20.11111,37.666668,0.4503053,-1.8884078,ex273
33.0,117.0,9,0.0,0.0,0.5,0.12222214,1.0,0.31111106,6.4444447,7.3333335,8.222222,3.7777777,2.6666667,5.3333335,-8.0,8.222222,0.53858024,-1.2332561,ex274
112.0,114.0,9,0.0,0.0,0.7222224,0.06296291,0.6666668,0.0444444,5.259259,6.5555553,6.111111,3.1111112,3.8888888,2.5555556,-6.4444447,6.6666665,0.5343915,-0.9106101,ex275
16.0,117.0,9,0.0,0.0,0.27777776,0.15185185,0.50000006,0.2111111,5.888889,6.888889,7.4444447,3.3333333,3.0,4.6666665,-7.6666665,7.4444447,0.5535714,-1.1796917,ex276
29.0,81.0,9,0.11111111,0.0,2.6111107,3.7518525,2.7222216,3.7518525,20.481482,20.11111,26.11111,15.222222,-1.1111112,16.88889,-15.777778,26.11111,0.41266233,-1.5663354,ex277
18.0,138.0,9,0.0,0.0,0.88888884,0.5629629,0.83333325,0.29999986,5.740741,7.3333335,6.5555553,3.3333333,4.7777777,2.4444444,-7.2222223,7.3333335,0.5438712,-0.8621077,ex278
69.0,92.0,9,0.11111111,0.0,1.888889,4.518517,1.9999999,1.0222219,19.37037,20.222221,23.333334,14.555555,2.5555556,11.888889,-14.444445,23.333334,0.37657413,-1.4082419,ex279
88.0,89.0,9,0.0,0.0,0.7777774,0.38518468,3.6666667,4.0444417,22.333334,21.666666,28.444445,16.88889,-2.0,18.333334,-16.333334,28.444445,0.40368655,-1.6255869,ex280
189.0,115.0,9,0.0,0.0,0.16666675,0.033333365,0.33333325,0.13333328,6.6666665,8.222222,7.888889,3.8888888,4.6666665,3.6666667,-8.333333,8.444445,0.53858024,-0.96514446,ex281
76.0,135.0,9,0.0,0.0,0.4444445,0.11851851,0.8333333,0.1222222,5.0,6.888889,5.4444447,2.6666667,5.6666665,1.3333334,-7.0,6.888889,0.6137566,-0.6920281,ex282
65.0,143.0,9,0.0,0.0,0.3333334,0.13333334,0.4444445,0.074074075,5.037037,6.5555553,5.888889,2.6666667,4.5555553,2.5555556,-7.111111,6.6666665,0.5952381,-0.90741616,ex283
75.0,67.0,9,0.0,0.0,1.4444447,1.0074071,1.8333334,1.5444458,22.25926,22.555555,27.88889,16.333334,0.8888889,16.88889,-17.777779,27.88889,0.4148357,-1.5247713,ex284
23.0,86.0,9,0.0,0.0,0.88888913,0.6518528,1.7222222,1.3074087,18.592592,18.555555,23.555555,13.666667,-0.11111111,14.888889,-14.777778,23.555555,0.41791564,-1.5415015,ex285
34.0,83.0,9,0.0,0.0,1.4444447,0.34074098,2.444445,0.42963055,19.444445,19.555555,24.444445,14.333333,0.33333334,15.0,-15.333333,24.444445,0.41007325,-1.5070066,ex286
73.0,103.0,9,0.0,0.0,1.2777773,0.32962978,1.1111107,1.5407397,18.333334,19.222221,22.555555,13.222222,2.6666667,12.666667,-15.333333,22.555555,0.41030627,-1.3974138,ex287
217.0,145.0,9,0.0,0.0,0.5555556,0.16296291,0.72222215,0.06296298,5.296296,6.3333335,6.5555553,3.0,3.1111112,3.7777777,-6.888889,7.0,0.56415343,-1.0689679,ex288
34.0,128.0,9,0.0,0.0,0.44444442,0.118518494,0.66666657,0.48888892,5.6666665,7.4444447,6.5555553,3.0,5.3333335,2.6666667,-8.0,7.4444447,0.5974427,-0.83759844,ex289
66.0,101.0,9,0.11111111,0.0,0.7222226,0.32962933,2.2222223,0.6518524,19.037037,19.666668,23.555555,13.888889,1.8888888,13.555555,-15.444445,23.555555,0.41026655,-1.4575915,ex290
55.0,128.0,9,0.0,0.0,0.3333334,0.044444483,0.38888893,0.1518518,5.037037,6.888889,5.4444447,2.7777777,5.5555553,1.2222222,-6.7777777,6.888889,0.59391534,-0.6886007,ex291
222.0,114.0,9,0.0,0.0,0.27777776,0.06296293,0.44444433,0.074074075,5.4444447,6.111111,7.3333335,2.8888888,2.0,5.6666665,-7.6666665,7.3333335,0.6031746,-1.3145328,ex292
77.0,124.0,9,0.0,0.0,0.50000006,0.12222217,0.6111111,0.06296294,5.111111,6.888889,5.6666665,2.7777777,5.3333335,1.6666666,-7.0,6.888889,0.59589946,-0.7526692,ex293
60.0,131.0,9,0.0,0.0,0.33333334,0.088888854,0.33333325,0.08888887,5.2222223,7.2222223,5.4444447,3.0,6.0,0.6666667,-6.6666665,7.2222223,0.5813492,-0.62122244,ex294
9.0,92.0,9,0.0,0.0,1.3888887,2.4185164,2.4999998,0.87777764,19.074074,18.777779,24.11111,14.333333,-0.8888889,15.111111,-14.222222,24.11111,0.40102458,-1.5705879,ex295
32.0,113.0,9,0.0,0.0,0.50000006,0.07777767,0.27777782,0.15185188,6.148148,7.2222223,7.7777777,3.4444444,3.2222223,4.888889,-8.111111,7.888889,0.56349206,-1.175454,ex296
97.0,126.0,9,0.0,0.0,1.0555555,0.37407416,1.0000001,0.8444445,6.4814816,7.6666665,8.0,3.7777777,3.5555556,4.5555553,-8.111111,8.333334,0.5515873,-1.1181307,ex297
57.0,117.0,9,0.0,0.0,0.4444445,0.20740739,0.38888893,0.06296291,6.3333335,7.6666665,7.4444447,3.8888888,4.0,3.3333333,-7.3333335,8.0,0.51036155,-0.98394656,ex298
147.0,111.0,9,0.0,0.0,0.38888893,0.1518518,0.4444445,0.118518546,5.6666665,7.0,7.0,3.0,4.0,4.0,-8.0,7.3333335,0.59126985,-1.0414338,ex299
35.0,42.0,9,0.11111111,0.0,1.0555559,0.1518514,1.388889,0.5074066,22.592592,20.0,31.11111,16.666668,-7.7777777,25.555555,-17.777779,31.11111,0.46275216,-1.8424939,ex300
146.0,124.0,9,0.0,0.0,0.4999999,0.16666664,0.38888875,0.107407376,6.037037,7.4444447,7.3333335,3.3333333,4.2222223,3.8888888,-8.111111,7.6666665,0.56349206,-1.0247301,ex301
22.0,116.0,9,0.0,0.0,0.38888875,0.10740741,0.33333325,0.13333334,5.6296296,6.7777777,7.0,3.1111112,3.4444444,4.111111,-7.5555553,7.3333335,0.57539684,-1.0996237,ex302
85.0,70.0,9,0.0,0.0,1.2777777,0.7296302,1.8333334,1.1444422,23.666666,23.0,30.11111,17.88889,-2.0,19.333334,-17.333334,30.11111,0.40601462,-1.6496034,ex303
11.0,108.0,9,0.0,0.0,1.3333335,0.80000025,1.3888888,0.95185167,17.666666,19.0,21.11111,12.888889,4.0,10.333333,-14.333333,21.11111,0.38875645,-1.3021333,ex304
105.0,110.0,9,0.0,0.0,0.5,0.12222223,1.9444445,2.3740728,4.2222223,4.3333335,6.3333335,2.0,0.33333334,6.3333335,-6.6666665,6.3333335,0.7083333,-1.5397619,ex305
125.0,56.0,9,0.0,0.0,2.666666,3.6444438,2.7222216,1.5740722,28.62963,26.11111,37.666668,22.11111,-7.5555553,27.11111,-19.555555,37.666668,0.41393992,-1.8199148,ex306
17.0,64.0,9,0.0,0.0,1.4444443,1.3629619,1.6666664,1.4222221,18.88889,17.555555,25.11111,14.0,-4.0,18.666666,-14.666667,25.11111,0.44109204,-1.7555053,ex307
80.0,95.0,9,0.0,0.0,1.2222223,1.0074079,0.944444,0.5518514,21.407408,21.333334,26.666666,16.222223,-0.22222222,15.777778,-15.555555,26.666666,0.39043593,-1.5673273,ex308
26.0,91.0,9,0.11111111,0.0,2.0,2.177777,2.5555556,2.1629624,19.74074,19.777779,24.555555,14.888889,0.11111111,14.444445,-14.555555,24.555555,0.39415666,-1.5522503,ex309
194.0,118.0,9,0.0,0.0,0.4444445,0.11851848,0.4444445,0.16296297,6.259259,7.5555553,7.6666665,3.5555556,3.8888888,4.2222223,-8.111111,7.7777777,0.5438712,-1.0761977,ex310
65.0,54.0,9,0.0,0.0,1.777778,1.6740733,2.722222,4.3296285,24.592592,22.777779,32.555557,18.444445,-5.4444447,23.88889,-18.444445,32.555557,0.4321665,-1.7607523,ex311
30.0,102.0,9,0.0,0.0,1.2222217,0.11851845,1.333333,0.7999998,20.25926,20.333334,25.0,15.444445,0.22222222,14.222222,-14.444445,25.0,0.38105944,-1.5550972,ex312
80.0,116.0,9,0.0,0.0,1.5,1.6333328,1.5555557,0.87407404,21.703703,21.222221,27.555555,16.333334,-1.4444444,17.555555,-16.11111,27.555555,0.40736422,-1.6322426,ex313
26.0,93.0,9,0.0,0.0,2.4999993,0.21111093,2.1111114,9.1407385,20.37037,18.88889,26.777779,15.444445,-4.4444447,19.222221,-14.777778,26.777779,0.4192332,-1.7303063,ex314
97.0,130.0,9,0.0,0.0,0.72222215,0.50740737,1.0555556,0.685185,5.851852,7.3333335,6.888889,3.3333333,4.4444447,3.1111112,-7.5555553,7.6666665,0.5701058,-0.96304834,ex315
131.0,86.0,9,0.0,0.0,1.3888893,1.2185189,1.6666673,2.5777786,24.296297,23.555555,31.333334,18.0,-2.2222223,21.11111,-18.88889,31.333334,0.42459705,-1.6508442,ex316
64.0,74.0,9,0.0,0.0,1.333333,0.5777771,1.3888893,0.9074071,21.148148,21.0,26.88889,15.555555,-0.44444445,17.222221,-16.777779,26.88889,0.41920358,-1.5542339,ex317
23.0,85.0,9,0.0,0.0,1.4444445,1.0518525,1.777778,0.96296287,17.962963,18.88889,21.88889,13.111111,2.7777777,11.777778,-14.555555,21.88889,0.39975148,-1.386867,ex318
41.0,61.0,9,0.0,0.0,2.0555553,1.5740743,1.5555553,1.940741,21.74074,20.333334,28.777779,16.11111,-4.2222223,21.11111,-16.88889,28.777779,0.43704242,-1.7372931,ex319
38.0,146.0,9,0.0,0.0,0.4999999,0.12222217,0.6666667,0.26666668,5.111111,5.6666665,6.7777777,2.8888888,1.6666666,5.0,-6.6666665,6.888889,0.5714286,-1.2583578,ex320
188.0,133.0,9,0.0,0.0,0.33333334,0.26666674,0.5,0.077777736,6.6666665,8.333334,7.7777777,3.8888888,5.0,3.3333333,-8.333333,8.444445,0.53858024,-0.92481726,ex321
136.0,139.0,9,0.0,0.0,0.6666667,0.17777774,0.7777776,0.20740725,5.3333335,6.5555553,6.4444447,3.0,3.6666667,3.3333333,-7.0,6.888889,0.5667989,-1.004936,ex322
14.0,117.0,9,0.0,0.0,0.33333325,0.13333334,0.5555556,0.07407414,5.7777777,6.3333335,7.5555553,3.4444444,1.6666666,5.3333335,-7.0,7.5555553,0.5436508,-1.353896,ex323
62.0,144.0,9,0.0,0.0,0.27777767,0.06296294,0.72222215,0.32962963,4.814815,6.0,5.7777777,2.6666667,3.5555556,2.8888888,-6.4444447,6.2222223,0.5746032,-0.9691188,ex324
100.0,124.0,9,0.0,0.0,0.27777767,0.06296294,0.99999994,0.4444444,7.0740743,8.222222,8.777778,4.2222223,3.4444444,5.111111,-8.555555,9.0,0.5311728,-1.1570816,ex325
154.0,120.0,9,0.0,0.0,0.44444442,0.029629596,0.4444445,0.11851845,5.962963,7.7777777,6.7777777,3.3333333,5.4444447,2.4444444,-7.888889,7.7777777,0.5694444,-0.820403,ex326
72.0,118.0,9,0.0,0.0,0.27777776,0.06296293,0.5555556,0.11851845,5.4814816,6.5555553,6.6666665,3.2222223,3.2222223,3.5555556,-6.7777777,7.111111,0.5458554,-1.053347,ex327
81.0,98.0,9,0.11111111,0.0,1.2222227,0.42963,1.888889,3.2296317,20.88889,21.0,25.88889,15.777778,0.33333334,15.0,-15.333333,25.88889,0.38914663,-1.5288948,ex328
33.0,149.0,9,0.0,0.0,0.5555556,0.25185165,0.72222227,0.15185171,5.4444447,4.111111,8.666667,3.5555556,-4.0,9.666667,-5.6666665,8.666667,0.5783389,-1.9857028,ex329
42.0,56.0,9,0.0,0.0,1.0555553,0.95185125,1.333333,1.5999998,22.74074,21.11111,30.222221,16.88889,-4.888889,22.444445,-17.555555,30.222221,0.44070765,-1.759414,ex330
89.0,53.0,9,0.0,0.0,2.1111107,1.7185186,2.8333333,3.0111105,27.074074,22.777779,38.333336,20.11111,-12.888889,33.77778,-20.88889,38.333336,0.4747726,-1.937482,ex331
19.0,63.0,9,0.0,0.0,1.2777777,1.5740732,2.1111114,3.096295,20.925926,19.666668,27.777779,15.333333,-3.7777777,20.555555,-16.777779,27.777779,0.44724983,-1.7268302,ex332
108.0,130.0,9,0.0,0.0,0.94444466,0.59629655,1.0000001,0.66666657,6.6296296,8.444445,7.2222223,4.2222223,5.4444447,1.7777778,-7.2222223,8.444445,0.5010141,-0.76407653,ex333
109.0,126.0,9,0.0,0.0,0.8333332,0.21111107,0.66666657,0.35555547,7.296296,8.777778,8.222222,4.888889,4.4444447,2.7777777,-7.2222223,8.888889,0.45030865,-0.91367507,ex334
26.0,67.0,9,0.11111111,0.0,1.0,0.8888903,2.4444447,3.1851847,20.0,19.555555,25.88889,14.555555,-1.3333334,17.666666,-16.333334,25.88889,0.4369392,-1.6232022,ex335
85.0,101.0,9,0.0,0.0,1.3333334,1.2888881,1.2777777,1.2185181,21.296297,21.222221,26.777779,15.888889,-0.22222222,16.444445,-16.222221,26.777779,0.4047922,-1.5585992,ex336
30.0,124.0,9,0.0,0.0,0.6111111,0.10740735,0.611111,0.10740747,6.0,7.4444447,7.2222223,3.3333333,4.3333335,3.6666667,-8.0,7.7777777,0.571649,-0.98787266,ex337
14.0,138.0,9,0.0,0.0,0.50000006,0.12222217,0.50000006,0.077777766,4.962963,6.7777777,5.4444447,2.6666667,5.4444447,1.4444444,-6.888889,6.7777777,0.603836,-0.72289366,ex338
97.0,86.0,9,0.11111111,0.0,1.5000004,0.8333331,3.555556,2.1629639,23.814816,23.333334,30.222221,17.88889,-1.4444444,19.222221,-17.777779,30.222221,0.40554056,-1.6085904,ex339
